JAHR_STA	KANTON	B003_GESCHLECHT_KBEZ	age_group	JAHRESFRANCHISE_E	JAHRESFRANCHISE_K	ANZAHL_VERS_MONATE	ANZAHL_VERS
2021	SG	w	46-55	1500	400	6734.427976543084	583.8358663809486
2021	SG	w	46-55	2000	0	2486.305534425378	215.08551347535104
2021	SG	w	46-55	2500	600	12843.86935559474	1113.5575620438904
2021	SG	w	46-55	300	0	29467.56047760196	2500.595971914474
2021	SG	w	46-55	500	0	7092.142674006596	609.2287184409797
2021	SG	w	46-55	1000	0	3687.7839419548213	316.3724689730443
2021	SG	w	46-55	1500	400	7503.446376143023	643.288205884397
2021	SG	w	46-55	2000	0	2597.38481985718	218.42566711222753
2021	SG	w	46-55	2500	600	14552.726347313152	1246.8986076409929
2021	SG	w	56-65	300	0	33373.80105640665	2841.666322365869
2021	SG	w	56-65	500	0	8413.750655070246	720.6830343403853
2021	SG	w	56-65	1000	0	4212.520445411056	363.49859349709004
2021	SG	w	56-65	1500	400	7129.716843958571	612.6391744231805
2021	SG	w	56-65	2000	0	2595.186884146109	214.8354001720436
2021	SG	w	56-65	2500	600	11309.38299251169	967.9837827007286
2021	SG	w	56-65	300	0	31963.494365660026	2712.9408211098053
2021	SG	w	56-65	500	0	7447.732448699847	629.7894420810044
2021	SG	w	56-65	1000	0	3292.8453735397757	279.5104184788652
2021	SG	w	56-65	1500	400	4620.2289304006845	392.66574198007584
2021	SG	w	56-65	2000	0	1910.9187438312917	163.31476142490283
2021	SG	w	56-65	2500	600	7204.2153384797275	616.7889903527685
2021	SG	w	66-75	300	0	29002.752855950745	2450.011500163004
2021	SG	w	66-75	500	0	6277.359773963764	527.8898952831514
2021	SG	w	66-75	1000	0	2412.802382795885	209.84696330782026
2021	SG	w	66-75	1500	400	3200.627754958719	275.99875097861513
2021	SG	w	66-75	2000	0	1076.6675041563808	92.9434248576872
2021	SG	w	66-75	2500	600	4149.212783495933	362.0448136581108
2021	SG	w	66-75	300	0	30689.02756578885	2598.5583951943554
2021	SG	w	66-75	500	0	4730.25307490401	395.4397107590921
2021	SG	w	66-75	1000	0	1497.4157873898	124.58302618563175
2021	SG	w	66-75	1500	400	1625.3125750329345	142.1609714459628
2021	SG	w	66-75	2000	0	595.7051055245101	48.57980962609872
2021	SG	w	66-75	2500	600	1973.051531592384	166.6921189185232
2021	SG	w	76-	300	0	26311.099702517688	2240.368091906421
2021	SG	w	76-	500	0	2875.0803975670783	245.5268536573276
2021	SG	w	76-	1000	0	981.7703078147024	82.19523982098326
2021	SG	w	76-	1500	400	842.3550498280674	69.15098719345406
2021	SG	w	76-	2000	0	342.2730687316507	NA
2021	SG	w	76-	2500	600	1017.5471730325371	87.96110179834068
2021	SG	w	76-	300	0	35011.51485016644	3081.993816914037
2021	SG	w	76-	500	0	2777.851595716849	240.70483406307176
2021	SG	w	76-	1000	0	668.9974927388132	61.97755699278787
2021	SG	w	76-	1500	400	515.1377206897736	44.41829205490649
2021	SG	w	76-	2000	0	143.07314165309072	NA
2021	SG	w	76-	2500	600	633.7562158070505	50.53873286396265
2021	SG	w	76-	300	0	8312.038465661853	823.4465481317602
2021	SG	w	76-	500	0	469.4518263154477	NA
2021	SG	w	76-	1000	0	38.8032893165946	NA
2021	SG	w	76-	1500	400	44.414503974467515	NA
2021	SG	w	76-	2500	600	67.79261653125286	NA
2021	SH	m	0-18	0	200	139.71723163507878	NA
2021	SH	m	0-18	300	0	6895.299032369778	618.7909149946645
2021	SH	m	0-18	1500	400	65.00247275456786	NA
2021	SH	m	0-18	2500	600	124.71388096176088	NA
2021	SH	m	19-25	300	0	1302.8429473731667	128.02181125525385
2021	SH	m	19-25	500	0	97.54739663898945	NA
2021	SH	m	19-25	1000	0	115.32446331717074	NA
2021	SH	m	19-25	1500	400	163.37868019379675	NA
2021	SH	m	19-25	2000	0	136.76679986156523	NA
2021	SH	m	19-25	2500	600	1071.9584573804586	113.0786900119856
2021	SH	m	26-35	300	0	774.9811102002114	73.51238547917455
2021	SH	m	26-35	500	0	118.21028142236173	NA
2021	SH	m	26-35	1000	0	114.47986048832536	NA
2021	SH	m	26-35	1500	400	257.82642978057265	NA
2021	SH	m	26-35	2000	0	212.39510119333863	NA
2021	SH	m	26-35	2500	600	1194.3469888596983	117.08053201343864
2021	SH	m	26-35	300	0	734.7952883573621	77.47990642022341
2021	SH	m	26-35	500	0	117.44233818352222	NA
2021	SH	m	26-35	1000	0	116.98577328070999	NA
2021	SH	m	26-35	1500	400	250.7965518962592	NA
2021	SH	m	26-35	2000	0	150.14464739628136	NA
2021	SH	m	26-35	2500	600	1454.561037716493	139.53804991953075
2021	SH	m	36-45	300	0	1010.5153370395303	88.46265288582072
2021	SH	m	36-45	500	0	279.628871826455	NA
2021	SH	m	36-45	1000	0	219.5821135211736	NA
2021	SH	m	36-45	1500	400	279.12996795773506	NA
2021	SH	m	36-45	2000	0	190.63001462072134	NA
2021	SH	m	36-45	2500	600	1400.1330560700596	136.96124497428536
2021	SH	m	36-45	300	0	746.1755609355122	67.16402316978201
2021	SH	m	36-45	500	0	337.7512439098209	NA
2021	SH	m	36-45	1000	0	220.3096845280379	NA
2021	SH	m	36-45	1500	400	257.48098082095385	NA
2021	SH	m	36-45	2000	0	237.799499258399	NA
2021	SH	m	36-45	2500	600	1184.7258543673902	109.86168358009309
2021	SH	m	46-55	300	0	945.3158366120607	81.70782343437895
2021	SH	m	46-55	500	0	389.1341540031135	NA
2021	SH	m	46-55	1000	0	171.05859053969382	NA
2021	SH	m	46-55	1500	400	402.2983692083508	NA
2021	SH	m	46-55	2000	0	179.01723410747945	NA
2021	SH	m	46-55	2500	600	1209.0984652967752	108.27283138036728
2021	SH	m	46-55	300	0	1521.4302575409413	134.86795131722465
2021	SH	m	46-55	500	0	414.55419171981515	NA
2021	SH	m	46-55	1000	0	220.2963972054422	NA
2021	SH	m	46-55	1500	400	508.42483786679804	42.292564917355776
2021	SH	m	46-55	2000	0	226.86392829939723	NA
2021	SH	m	46-55	2500	600	1198.19791960001	103.77804863080382
2021	SH	m	56-65	300	0	1481.2422351310402	129.48725278116763
2021	SH	m	56-65	500	0	612.6487574372441	51.520834885537624
2021	SH	m	56-65	1000	0	236.52771528996527	NA
2021	SH	m	56-65	1500	400	502.88805451989174	44.0312556582503
2021	SH	m	56-65	2000	0	115.36693216487765	NA
2021	SH	m	56-65	2500	600	780.108795799762	67.94294200697914
2021	SH	m	56-65	300	0	2144.433420521766	192.23336955765262
2021	SH	m	56-65	500	0	527.48327654697	44.96884316438809
2021	SH	m	56-65	1000	0	327.85528761044145	NA
2021	SH	m	56-65	1500	400	424.6943403109908	NA
2021	SH	m	56-65	2000	0	130.25863586179912	NA
2021	SH	m	56-65	2500	600	682.9459990952164	57.11283619655296
2021	SH	m	66-75	300	0	2090.2352741202712	177.23980119032785
2021	SH	m	66-75	500	0	390.9810651652515	NA
2021	SH	m	66-75	1000	0	122.36509806476533	NA
2021	SH	m	66-75	1500	400	227.09020468778908	NA
2021	SH	m	66-75	2000	0	103.96832685917616	NA
2021	SH	m	66-75	2500	600	397.17413648962975	NA
2021	SH	m	66-75	300	0	2382.1261968759445	202.50487499125302
2021	SH	m	66-75	500	0	598.2943843021244	50.71614147024229
2021	SH	m	66-75	1000	0	126.11626011505723	NA
2021	SH	m	66-75	1500	400	149.6796765793115	NA
2021	SH	m	66-75	2000	0	71.22354689799249	NA
2021	SH	m	66-75	2500	600	259.26547238975763	NA
2021	SH	m	76-	300	0	1848.3857758888603	157.10234432853758
2021	SH	m	76-	500	0	436.3624636732787	NA
2021	SH	m	76-	1000	0	134.7259329110384	NA
2021	SH	m	76-	1500	400	115.17889567650855	NA
2021	SH	m	76-	2000	0	-8.563298557624222	NA
2021	SH	m	76-	2500	600	233.04262810572982	NA
2021	SH	m	76-	300	0	2459.0789670560507	212.4649646533653
2021	SH	m	76-	500	0	480.4027866847813	43.474388101138175
2021	SH	m	76-	1000	0	126.42053804174066	NA
2021	SH	m	76-	1500	400	66.5117276032269	NA
2021	SH	m	76-	2000	0	10.031808575615287	NA
2021	SH	m	76-	2500	600	78.62943299487233	NA
2021	SH	m	76-	300	0	266.64504522643983	NA
2021	SH	m	76-	500	0	124.30125470079483	NA
2021	SH	m	76-	1000	0	13.835029740184545	NA
2021	SH	m	76-	2500	600	8.034801615253091	NA
2021	SH	w	0-18	0	200	111.60500993795694	NA
2021	SH	w	0-18	300	0	6343.421155140549	572.7126976386644
2021	SH	w	0-18	1500	400	93.91585369035602	NA
2021	SH	w	0-18	2500	600	122.89798516407609	NA
2021	SH	w	19-25	300	0	1503.5555670701713	136.2384007233195
2021	SH	w	19-25	500	0	139.2259346726537	NA
2021	SH	w	19-25	1000	0	136.66900918632746	NA
2021	SH	w	19-25	1500	400	155.57634154334664	NA
2021	SH	w	19-25	2000	0	29.11829057894647	NA
2021	SH	w	19-25	2500	600	864.9195945264399	77.96854955004528
2021	SH	w	26-35	300	0	940.5609996815771	91.42185622034594
2021	SH	w	26-35	500	0	70.68745850026608	NA
2021	SH	w	26-35	1000	0	73.94831294752657	NA
2021	SH	w	26-35	1500	400	147.6404401715845	NA
2021	SH	w	26-35	2000	0	40.7086329087615	NA
2021	SH	w	26-35	2500	600	937.1910385518521	99.359063770622015
2021	SH	w	26-35	300	0	1279.5564979767798	118.2423572675325
2021	SH	w	26-35	500	0	209.82676086016	NA
2021	SH	w	26-35	1000	0	285.44058000668883	NA
2021	SH	w	26-35	1500	400	179.92375106282532	NA
2021	SH	w	26-35	2000	0	90.06628311984241	NA
2021	SH	w	26-35	2500	600	1274.5266166204958	123.16991040529683
2021	SH	w	36-45	300	0	1479.9105243746192	125.27329747471958
2021	SH	w	36-45	500	0	146.86239488050342	NA
2021	SH	w	36-45	1000	0	239.58544488064945	NA
2021	SH	w	36-45	1500	400	282.6525620613247	NA
2021	SH	w	36-45	2000	0	164.15355683676898	NA
2021	SH	w	36-45	2500	600	984.3556120145321	93.34333119727671
2021	SH	w	36-45	300	0	1233.091793216765	105.55280230334029
2021	SH	w	36-45	500	0	442.6564051229507	NA
2021	SH	w	36-45	1000	0	134.1303321328014	NA
2021	SH	w	36-45	1500	400	248.06982748396695	NA
2021	SH	w	36-45	2000	0	176.50574791431427	NA
2021	SH	w	36-45	2500	600	852.1916534734518	78.52725723432377
2021	SH	w	46-55	300	0	1495.472395496443	125.96087104687467
2021	SH	w	46-55	500	0	455.11594204232097	NA
2021	SH	w	46-55	1000	0	214.3860518988222	NA
2021	SH	w	46-55	1500	400	326.2652513794601	NA
2021	SH	w	46-55	2000	0	267.1081376759708	NA
2021	SH	w	46-55	2500	600	749.3845726554096	60.565944568254054
2021	SH	w	46-55	300	0	2247.8069255323708	198.85752520058304
2021	SH	w	46-55	500	0	767.7085304427892	68.39792068302631
2021	SH	w	46-55	1000	0	292.0803522467613	NA
2021	SH	w	46-55	1500	400	355.99460633285344	NA
2021	SH	w	46-55	2000	0	131.12299656495452	NA
2021	SH	w	46-55	2500	600	875.1103978942334	75.80139785073698
2021	SH	w	56-65	300	0	2321.744324583635	202.10243189241737
2021	SH	w	56-65	500	0	731.4753089283407	62.13741871807724
2021	SH	w	56-65	1000	0	253.06185248494148	NA
2021	SH	w	56-65	1500	400	297.8765486050397	NA
2021	SH	w	56-65	2000	0	141.158476408571	NA
2021	SH	w	56-65	2500	600	859.4223564999551	72.01377666788176
2021	SH	w	56-65	300	0	2552.174967446998	221.98934333166108
2021	SH	w	56-65	500	0	657.5257464680076	59.48038097843528
2021	SH	w	56-65	1000	0	267.38545385561883	NA
2021	SH	w	56-65	1500	400	293.7746872175485	NA
2021	SH	w	56-65	2000	0	90.24394191987813	NA
2021	SH	w	56-65	2500	600	596.1788315083832	52.07256971439347
2021	SH	w	66-75	300	0	2653.333875313923	226.22882580943406
2021	SH	w	66-75	500	0	573.54810775958	53.39009375870228
2021	SH	w	66-75	1000	0	233.63885919682681	NA
2021	SH	w	66-75	1500	400	256.0927113946527	NA
2021	SH	w	66-75	2000	0	45.96763569675386	NA
2021	SH	w	66-75	2500	600	267.50735701806843	NA
2021	SH	w	66-75	300	0	2465.792104273215	215.67759852251038
2021	SH	w	66-75	500	0	619.4886402302235	51.83932282309979
2021	SH	w	66-75	1000	0	121.2134233340621	NA
2021	SH	w	66-75	1500	400	102.22901435382664	NA
2021	SH	w	66-75	2000	0	39.457872653380036	NA
2021	SH	w	66-75	2500	600	301.5657743830234	NA
2021	SH	w	76-	300	0	2762.6794655114413	233.13916705315933
2021	SH	w	76-	500	0	574.7212601937354	47.41157641680911
2021	SH	w	76-	1000	0	100.74587368033826	NA
2021	SH	w	76-	1500	400	154.18282033875585	NA
2021	SH	w	76-	2000	0	46.598009794950485	NA
2021	SH	w	76-	2500	600	199.6179896914214	NA
2021	SH	w	76-	300	0	3104.6987056440116	275.2988731507212
2021	SH	w	76-	500	0	741.5177608523518	68.45123171573505
2021	SH	w	76-	1000	0	96.21570566855371	NA
2021	SH	w	76-	1500	400	15.07366701029241	NA
2021	SH	w	76-	2000	0	58.92713627591729	NA
2021	SH	w	76-	2500	600	49.096387753263116	NA
2021	SH	w	76-	300	0	1152.148509504199	110.70535535970703
2021	SH	w	76-	500	0	220.1682143241912	NA
2021	SH	w	76-	1000	0	47.787266411036256	NA
2021	SH	w	76-	2000	0	29.57837496511638	NA
2021	SH	w	76-	2500	600	32.108256256207824	NA
2021	SO	m	0-18	0	200	237.89249375604095	NA
2021	SO	m	0-18	300	0	18999.91154794693	1698.4435670650564
2021	SO	m	0-18	1500	400	134.25996162898838	NA
2021	SO	m	0-18	2500	600	251.48359859511254	NA
2021	SO	m	19-25	300	0	3109.7974206233025	292.1792785753496
2021	SO	m	19-25	500	0	190.9236569777131	NA
2021	SO	m	19-25	1000	0	287.29581490956247	NA
2021	SO	m	19-25	1500	400	407.99701271019876	40.22598244808614
2021	SO	m	19-25	2000	0	260.56200208701193	NA
2021	SO	m	19-25	2500	600	2919.0413351990283	277.2294060140848
2021	SO	m	26-35	300	0	2049.62600739114	191.8817680948414
2021	SO	m	26-35	500	0	346.165476905182	NA
2021	SO	m	26-35	1000	0	460.6627578791231	NA
2021	SO	m	26-35	1500	400	569.9444664993138	54.97518278704956
2021	SO	m	26-35	2000	0	295.5678369421512	NA
2021	SO	m	26-35	2500	600	3229.6074111584576	316.5013105822727
2021	SO	m	26-35	300	0	2057.0525950685887	196.28219921514392
2021	SO	m	26-35	500	0	362.4058277271688	NA
2021	SO	m	26-35	1000	0	309.17309744656086	NA
2021	SO	m	26-35	1500	400	763.6558186858892	73.23946263920516
2021	SO	m	26-35	2000	0	254.26965032331645	NA
2021	SO	m	26-35	2500	600	3867.925944686979	372.00418533943594
2021	SO	m	36-45	300	0	2205.4971376091244	203.54195902962238
2021	SO	m	36-45	500	0	759.3607738404721	70.82933363830671
2021	SO	m	36-45	1000	0	396.8131171911955	NA
2021	SO	m	36-45	1500	400	757.9219545945525	68.54146689688787
2021	SO	m	36-45	2000	0	477.70518509082495	43.50926932878792
2021	SO	m	36-45	2500	600	3795.054315342456	355.0485789612867
2021	SO	m	36-45	300	0	2012.481173435226	173.57555684959516
2021	SO	m	36-45	500	0	790.3708001620322	67.0818783249706
2021	SO	m	36-45	1000	0	529.9328856512905	45.06431239238009
2021	SO	m	36-45	1500	400	563.7155724838376	49.003631092142314
2021	SO	m	36-45	2000	0	559.5614875983447	49.088367813266814
2021	SO	m	36-45	2500	600	3034.567926261723	276.13926833029836
2021	SO	m	46-55	300	0	2242.8320322307945	199.13812586152926
2021	SO	m	46-55	500	0	902.9697235748172	79.10013535665348
2021	SO	m	46-55	1000	0	503.61053107865155	44.15775217441842
2021	SO	m	46-55	1500	400	1026.9550036210567	88.73542798589915
2021	SO	m	46-55	2000	0	472.1976157911122	41.674448790960014
2021	SO	m	46-55	2500	600	2644.3037630885096	236.0203506485559
2021	SO	m	46-55	300	0	3915.9232201883196	337.2433014367707
2021	SO	m	46-55	500	0	1308.2887333492936	116.57394293043762
2021	SO	m	46-55	1000	0	598.4207884147763	53.389616288710386
2021	SO	m	46-55	1500	400	1074.652524522245	91.24237051652744
2021	SO	m	46-55	2000	0	552.7571235466748	47.576300574000925
2021	SO	m	46-55	2500	600	2760.0573512892424	244.07007558830082
2021	SO	m	56-65	300	0	4357.477284058407	373.14495670981705
2021	SO	m	56-65	500	0	1692.1672574474662	144.82237258926034
2021	SO	m	56-65	1000	0	475.3272573146969	NA
2021	SO	m	56-65	1500	400	1103.9843504043668	96.75612791394815
2021	SO	m	56-65	2000	0	519.8810099810362	46.76619992731139
2021	SO	m	56-65	2500	600	2264.158219478205	196.07921301573515
2021	SO	m	56-65	300	0	4163.556017551347	356.2282086969353
2021	SO	m	56-65	500	0	1832.8032652504742	160.02509883604944
2021	SO	m	56-65	1000	0	408.2435518670827	NA
2021	SO	m	56-65	1500	400	857.1741378046572	69.22271670680493
2021	SO	m	56-65	2000	0	303.10899339057505	NA
2021	SO	m	56-65	2500	600	1622.6818170820923	143.8317895741202
2021	SO	m	66-75	300	0	3566.7679902224986	306.4955869340338
2021	SO	m	66-75	500	0	1295.8883061676472	108.27923701377586
2021	SO	m	66-75	1000	0	307.4414879847318	NA
2021	SO	m	66-75	1500	400	560.2162068150938	50.01953921141103
2021	SO	m	66-75	2000	0	235.9288835451007	NA
2021	SO	m	66-75	2500	600	775.5520870502293	64.59869095450267
2021	SO	m	66-75	300	0	3610.9962590477617	313.7278124112636
2021	SO	m	66-75	500	0	1208.1516837126017	102.24077059980482
2021	SO	m	66-75	1000	0	214.71211207285523	NA
2021	SO	m	66-75	1500	400	172.78648350201547	NA
2021	SO	m	66-75	2000	0	55.33385586552322	NA
2021	SO	m	66-75	2500	600	351.00901068136096	NA
2021	SO	m	76-	300	0	2666.1129656903445	226.84059240249917
2021	SO	m	76-	500	0	774.5809552874416	65.32962776580825
2021	SO	m	76-	1000	0	53.70173370398581	NA
2021	SO	m	76-	1500	400	162.8064456973225	NA
2021	SO	m	76-	2000	0	5.710250509902835	NA
2021	SO	m	76-	2500	600	84.51369083113968	NA
2021	SO	m	76-	300	0	2444.443951766789	219.57800582423806
2021	SO	m	76-	500	0	616.1244938150793	52.29450329206884
2021	SO	m	76-	1000	0	107.3140029078722	NA
2021	SO	m	76-	1500	400	41.13802493736148	NA
2021	SO	m	76-	2000	0	-16.627991270273924	NA
2021	SO	m	76-	2500	600	128.11071836054325	NA
2021	SO	m	76-	300	0	372.1727121596783	42.92862222995609
2021	SO	m	76-	500	0	45.425218999385834	NA
2021	SO	m	76-	1500	400	-14.859608732014895	NA
2021	SO	m	76-	2500	600	35.019748421385884	NA
2021	SO	w	0-18	0	200	343.60032085239885	NA
2021	SO	w	0-18	300	0	17528.378892890512	1574.1081068157218
2021	SO	w	0-18	1500	400	118.94997859187424	NA
2021	SO	w	0-18	2500	600	259.4533563873917	NA
2021	SO	w	19-25	300	0	4115.782196329608	380.21056329878047
2021	SO	w	19-25	500	0	562.1845886278898	49.34123176429421
2021	SO	w	19-25	1000	0	329.8167987279594	NA
2021	SO	w	19-25	1500	400	638.5805619508028	54.859989751596004
2021	SO	w	19-25	2000	0	223.51612470291556	NA
2021	SO	w	19-25	2500	600	2156.139904628843	205.72487854678184
2021	SO	w	26-35	300	0	3250.425325716585	303.10200210427865
2021	SO	w	26-35	500	0	601.4335563511402	56.1688089328818
2021	SO	w	26-35	1000	0	305.3127692807466	NA
2021	SO	w	26-35	1500	400	378.54371557943523	41.001546090468764
2021	SO	w	26-35	2000	0	237.2857760861516	NA
2021	SO	w	26-35	2500	600	2813.4182252744586	272.85235773585737
2021	SO	w	26-35	300	0	3556.5555092561244	320.1048818123527
2021	SO	w	26-35	500	0	897.8401648346335	81.20616282429546
2021	SO	w	26-35	1000	0	381.37763466626404	NA
2021	SO	w	26-35	1500	400	547.7631593476981	51.41761489911005
2021	SO	w	26-35	2000	0	300.7423517815769	NA
2021	SO	w	26-35	2500	600	3863.2160000921785	354.2062673610635
2021	SO	w	36-45	300	0	3207.5102328573166	288.7198234088719
2021	SO	w	36-45	500	0	1334.249778073281	114.63445514254272
2021	SO	w	36-45	1000	0	441.19340791366994	NA
2021	SO	w	36-45	1500	400	810.1617606971413	69.81852682959288
2021	SO	w	36-45	2000	0	477.67349437996745	40.431472917087376
2021	SO	w	36-45	2500	600	2610.5060833512994	243.5447664191015
2021	SO	w	36-45	300	0	3247.5597699533405	280.4930245792493
2021	SO	w	36-45	500	0	1353.9668821891398	120.32123186346143
2021	SO	w	36-45	1000	0	387.4298581536859	NA
2021	SO	w	36-45	1500	400	718.2178899683058	63.36569867655635
2021	SO	w	36-45	2000	0	304.0791261009872	NA
2021	SO	w	36-45	2500	600	2407.4793020478637	214.71952431928366
2021	SO	w	46-55	300	0	3484.0843730826678	299.19679178344086
2021	SO	w	46-55	500	0	1428.6395939271897	119.44847864564508
2021	SO	w	46-55	1000	0	624.7040031030774	56.785610848106444
2021	SO	w	46-55	1500	400	872.0649422716349	75.99855849938467
2021	SO	w	46-55	2000	0	399.664078110829	NA
2021	SO	w	46-55	2500	600	2086.3145522586256	181.40446988120675
2021	SO	w	46-55	300	0	5042.381265771911	435.9795516682789
2021	SO	w	46-55	500	0	2168.5832038968056	184.86298116622493
2021	SO	w	46-55	1000	0	729.9783852025867	56.26537691336125
2021	SO	w	46-55	1500	400	932.1648719441146	80.58020716998726
2021	SO	w	46-55	2000	0	386.05599209852517	NA
2021	SO	w	46-55	2500	600	1976.9377629817277	168.53845643624663
2021	SO	w	56-65	300	0	5208.023957501501	447.55588875385
2021	SO	w	56-65	500	0	2287.7796080596745	195.29705421673134
2021	SO	w	56-65	1000	0	694.7039963570983	60.32068661088124
2021	SO	w	56-65	1500	400	885.3993088267744	72.17746370425448
2021	SO	w	56-65	2000	0	492.14565083011985	47.346294794697315
2021	SO	w	56-65	2500	600	2095.942039338872	175.8975702645257
2021	SO	w	56-65	300	0	4656.814195472971	402.24261789862067
2021	SO	w	56-65	500	0	2129.229391542673	178.17108498187736
2021	SO	w	56-65	1000	0	401.261650422588	NA
2021	SO	w	56-65	1500	400	711.2033368442208	58.438055471051484
2021	SO	w	56-65	2000	0	232.4606759659946	NA
2021	SO	w	56-65	2500	600	1128.5808132633567	97.05578685831279
2021	SO	w	66-75	300	0	4134.736714898125	346.22638630867004
2021	SO	w	66-75	500	0	1555.9689988403768	129.89759676530957
2021	SO	w	66-75	1000	0	351.02346763573587	NA
2021	SO	w	66-75	1500	400	194.1881800070405	NA
2021	SO	w	66-75	2000	0	74.22581536509097	NA
2021	SO	w	66-75	2500	600	592.6657816618681	51.871531897224486
2021	SO	w	66-75	300	0	3748.0758072425424	319.77549453498796
2021	SO	w	66-75	500	0	1246.2725608255714	101.12962618656456
2021	SO	w	66-75	1000	0	99.10334896109998	NA
2021	SO	w	66-75	1500	400	192.60526783391833	NA
2021	SO	w	66-75	2000	0	51.2365866266191	NA
2021	SO	w	66-75	2500	600	226.6764981728047	NA
2021	SO	w	76-	300	0	2670.884193662107	234.9875667677261
2021	SO	w	76-	500	0	652.6254955008626	57.08243604376912
2021	SO	w	76-	1000	0	65.36350260861218	NA
2021	SO	w	76-	1500	400	60.67225504294038	NA
2021	SO	w	76-	2000	0	62.05810477025807	NA
2021	SO	w	76-	2500	600	64.00866707973182	NA
2021	SO	w	76-	300	0	2967.6675556907803	260.08911645272747
2021	SO	w	76-	500	0	749.6070949368179	66.66877318313345
2021	SO	w	76-	1000	0	97.95483345352113	NA
2021	SO	w	76-	1500	400	68.8812027387321	NA
2021	SO	w	76-	2000	0	19.481769394129515	NA
2021	SO	w	76-	2500	600	111.7233401555568	NA
2021	SO	w	76-	300	0	436.78307553745805	NA
2021	SO	w	76-	500	0	115.74039473898709	NA
2021	SO	w	76-	1000	0	28.329023776575923	NA
2021	SO	w	76-	1500	400	-3.1442425084114074	NA
2021	SO	w	76-	2000	0	8.780493339523673	NA
2021	SO	w	76-	2500	600	-10.085299691185355	NA
2021	SZ	m	0-18	0	200	234.33196940429508	NA
2021	SZ	m	0-18	300	0	11255.57230960302	1004.3935574446805
2021	SZ	m	0-18	1500	400	72.66758142918349	NA
2021	SZ	m	0-18	2500	600	330.23786825224755	NA
2021	SZ	m	19-25	300	0	1639.8702382726967	156.13765521952882
2021	SZ	m	19-25	500	0	169.61277909845114	NA
2021	SZ	m	19-25	1000	0	161.2478600256145	NA
2021	SZ	m	19-25	1500	400	173.80494564719498	NA
2021	SZ	m	19-25	2000	0	98.77233496494591	NA
2021	SZ	m	19-25	2500	600	1447.3830124475062	147.330016201362
2021	SZ	m	26-35	300	0	789.4587707659603	80.13392745517194
2021	SZ	m	26-35	500	0	162.23173175752163	NA
2021	SZ	m	26-35	1000	0	175.23731382749975	NA
2021	SZ	m	26-35	1500	400	265.65806696005166	NA
2021	SZ	m	26-35	2000	0	266.13276723213494	NA
2021	SZ	m	26-35	2500	600	1818.1445318955928	183.7005133968778
2021	SZ	m	26-35	300	0	812.9727130930125	76.92952189221978
2021	SZ	m	26-35	500	0	141.78167509287596	NA
2021	SZ	m	26-35	1000	0	239.21395289853214	NA
2021	SZ	m	26-35	1500	400	298.7895063869655	NA
2021	SZ	m	26-35	2000	0	258.404180938378	NA
2021	SZ	m	26-35	2500	600	2577.361259696558	253.88283863011748
2021	SZ	m	36-45	300	0	853.5467366725206	85.3589833159931
2021	SZ	m	36-45	500	0	228.97096098773181	NA
2021	SZ	m	36-45	1000	0	183.12526484943928	NA
2021	SZ	m	36-45	1500	400	459.6985001407564	NA
2021	SZ	m	36-45	2000	0	416.1393367815763	NA
2021	SZ	m	36-45	2500	600	2633.2722868796436	249.3692629733123
2021	SZ	m	36-45	300	0	1134.4045127222687	102.85432092705742
2021	SZ	m	36-45	500	0	423.7025515809655	NA
2021	SZ	m	36-45	1000	0	262.68219503581525	NA
2021	SZ	m	36-45	1500	400	497.1004464360326	49.99362176004797
2021	SZ	m	36-45	2000	0	754.8138154311478	65.13952571945265
2021	SZ	m	36-45	2500	600	2376.6566506013273	209.82915487559512
2021	SZ	m	46-55	300	0	1296.2261217932403	115.96092948596925
2021	SZ	m	46-55	500	0	510.03978825613854	47.97857970837504
2021	SZ	m	46-55	1000	0	243.61414358392358	NA
2021	SZ	m	46-55	1500	400	641.4206406883895	49.49466404505074
2021	SZ	m	46-55	2000	0	567.1886655408889	51.10917689697817
2021	SZ	m	46-55	2500	600	2658.253848557994	235.30994640756398
2021	SZ	m	46-55	300	0	1698.2354231528193	151.68756509991363
2021	SZ	m	46-55	500	0	609.3252866729349	49.13492215145379
2021	SZ	m	46-55	1000	0	443.53679831139743	NA
2021	SZ	m	46-55	1500	400	752.6217126917094	70.05883200047538
2021	SZ	m	46-55	2000	0	620.9969351968169	50.31367262545973
2021	SZ	m	46-55	2500	600	2339.2896428737045	207.0097658606246
2021	SZ	m	56-65	300	0	1939.26939698264	165.09805031260476
2021	SZ	m	56-65	500	0	743.8447358608246	62.05351908085868
2021	SZ	m	56-65	1000	0	452.137766828537	40.08386498177424
2021	SZ	m	56-65	1500	400	1018.1402341277898	84.3559391014278
2021	SZ	m	56-65	2000	0	632.6248991098255	55.43961687758565
2021	SZ	m	56-65	2500	600	1551.0307536106557	136.97703270427883
2021	SZ	m	56-65	300	0	1841.670357054621	161.36459368513897
2021	SZ	m	56-65	500	0	550.7954318638145	49.294588351622224
2021	SZ	m	56-65	1000	0	224.37362166680396	NA
2021	SZ	m	56-65	1500	400	892.8544358161092	75.52930584503338
2021	SZ	m	56-65	2000	0	400.5349374022335	NA
2021	SZ	m	56-65	2500	600	1037.121455911547	96.94252225849777
2021	SZ	m	66-75	300	0	1692.3548119772227	151.3844408658333
2021	SZ	m	66-75	500	0	554.402610046789	46.34091331856325
