JAHR_STA	KANTON	B003_GESCHLECHT_KBEZ	age_group	JAHRESFRANCHISE_E	JAHRESFRANCHISE_K	ANZAHL_VERS_MONATE	ANZAHL_VERS
2020	GR	m	76-	300	0	299.27762766711413	NA
2020	GR	m	76-	500	0	36.45894252203405	NA
2020	GR	w	0-18	0	200	212.09601810261609	NA
2020	GR	w	0-18	300	0	16019.858359763548	1422.6592622855678
2020	GR	w	0-18	1500	400	166.41330327652395	NA
2020	GR	w	0-18	2500	600	371.80324616625904	NA
2020	GR	w	19-25	300	0	2990.1915978761763	278.59845792502165
2020	GR	w	19-25	500	0	290.2276020050049	NA
2020	GR	w	19-25	1000	0	293.2478676609695	NA
2020	GR	w	19-25	1500	400	690.8409789401293	62.84169967798516
2020	GR	w	19-25	2000	0	111.96471965909004	NA
2020	GR	w	19-25	2500	600	2388.0432893506436	231.48779821395874
2020	GR	w	26-35	300	0	2355.697293135077	223.23118825396523
2020	GR	w	26-35	500	0	388.38346537590024	NA
2020	GR	w	26-35	1000	0	383.79567178934815	NA
2020	GR	w	26-35	1500	400	647.3045145347714	64.61255455715582
2020	GR	w	26-35	2000	0	320.75489209778607	NA
2020	GR	w	26-35	2500	600	3863.256251178831	392.3448328804225
2020	GR	w	26-35	300	0	2145.7028011734037	201.67546004382893
2020	GR	w	26-35	500	0	528.6684665754437	51.808189092669636
2020	GR	w	26-35	1000	0	618.6925007279217	53.19757811073214
2020	GR	w	26-35	1500	400	710.1008483506739	61.46514539886266
2020	GR	w	26-35	2000	0	527.1158577781171	52.842396188061684
2020	GR	w	26-35	2500	600	3364.5222873458265	327.1610060222447
2020	GR	w	36-45	300	0	2098.9827856647225	191.75327638164163
2020	GR	w	36-45	500	0	721.2375174556672	63.38285895623267
2020	GR	w	36-45	1000	0	407.7125324898958	NA
2020	GR	w	36-45	1500	400	759.2755652921646	68.89959664968774
2020	GR	w	36-45	2000	0	642.3915435485542	51.386594601906836
2020	GR	w	36-45	2500	600	3401.041089887172	301.2588721839711
2020	GR	w	36-45	300	0	1928.9262554172426	172.50402906164527
2020	GR	w	36-45	500	0	744.9416862087696	69.18414624175057
2020	GR	w	36-45	1000	0	386.4351172093302	NA
2020	GR	w	36-45	1500	400	827.5012322671712	67.25210259668529
2020	GR	w	36-45	2000	0	769.6540949568152	67.37797695677727
2020	GR	w	36-45	2500	600	2339.5137808923423	211.55670333839953
2020	GR	w	46-55	300	0	2800.3550147487967	250.06043231813237
2020	GR	w	46-55	500	0	778.6258260402828	66.97118264902383
2020	GR	w	46-55	1000	0	693.4225435964763	58.659576119389385
2020	GR	w	46-55	1500	400	804.7571336794645	71.87567462446168
2020	GR	w	46-55	2000	0	510.6366315931082	46.25933810090646
2020	GR	w	46-55	2500	600	2166.786910453439	189.17317198216915
2020	GR	w	46-55	300	0	3961.8802346742154	342.03107517259195
2020	GR	w	46-55	500	0	977.9656549534947	86.21489846799523
2020	GR	w	46-55	1000	0	645.477855168283	58.9659049869515
2020	GR	w	46-55	1500	400	735.9330086186528	64.61904497630894
2020	GR	w	46-55	2000	0	532.3186058028043	NA
2020	GR	w	46-55	2500	600	1984.2014506639541	173.83025477826595
2020	GR	w	56-65	300	0	4263.3301137689505	364.09795761294663
2020	GR	w	56-65	500	0	1085.0011229086667	89.22019484080374
2020	GR	w	56-65	1000	0	697.8541498538107	55.33887037448585
2020	GR	w	56-65	1500	400	592.5165188238025	54.72395073110238
2020	GR	w	56-65	2000	0	258.9432665055245	NA
2020	GR	w	56-65	2500	600	1557.619754947573	139.2470876732841
2020	GR	w	56-65	300	0	3992.673866402134	347.71047152159736
2020	GR	w	56-65	500	0	1020.7875569891185	85.76831020461395
2020	GR	w	56-65	1000	0	438.49012305215	40.91220703488216
2020	GR	w	56-65	1500	400	526.9413912296295	44.327982077840716
2020	GR	w	56-65	2000	0	265.48629383929074	NA
2020	GR	w	56-65	2500	600	793.7682491537183	70.07754742540419
2020	GR	w	66-75	300	0	3411.8805158223213	286.9777280893177
2020	GR	w	66-75	500	0	1026.0467237606645	91.46275209961459
2020	GR	w	66-75	1000	0	382.2094582244754	NA
2020	GR	w	66-75	1500	400	248.60115673162045	NA
2020	GR	w	66-75	2000	0	105.3566440000385	NA
2020	GR	w	66-75	2500	600	602.6054921168834	51.45080813067034
2020	GR	w	66-75	300	0	3522.0557163288445	298.5689703403041
2020	GR	w	66-75	500	0	740.0094338224084	60.03213988384232
2020	GR	w	66-75	1000	0	102.67559666186571	NA
2020	GR	w	66-75	1500	400	191.489847259596	NA
2020	GR	w	66-75	2000	0	125.49890408188105	NA
2020	GR	w	66-75	2500	600	256.8105269931257	NA
2020	GR	w	76-	300	0	2624.3113359039276	219.32055089622736
2020	GR	w	76-	500	0	309.13400743715465	NA
2020	GR	w	76-	1000	0	73.65826739743352	NA
2020	GR	w	76-	1500	400	3.715965650975704	NA
2020	GR	w	76-	2000	0	7.7262784000486135	NA
2020	GR	w	76-	2500	600	50.52431897073984	NA
2020	GR	w	76-	300	0	2726.6088254843653	235.47797330887988
2020	GR	w	76-	500	0	292.1744489675015	NA
2020	GR	w	76-	1000	0	87.2618576399982	NA
2020	GR	w	76-	1500	400	148.179620212242	NA
2020	GR	w	76-	2000	0	34.88991963118315	NA
2020	GR	w	76-	300	0	786.0961732598394	71.67324675573036
2020	GR	w	76-	500	0	45.07440329112113	NA
2020	GR	w	76-	1000	0	-10.507946887984872	NA
2020	GR	w	76-	1500	400	20.564527390524745	NA
2020	JU	m	0-18	0	200	18.376081036403775	NA
2020	JU	m	0-18	300	0	7714.142378277406	691.8536761612631
2020	JU	m	0-18	1500	400	45.395276583731174	NA
2020	JU	m	0-18	2500	600	299.4983338024467	NA
2020	JU	m	19-25	300	0	1131.895572758317	105.36930157756433
2020	JU	m	19-25	500	0	50.658373452723026	NA
2020	JU	m	19-25	1000	0	158.08048218116164	NA
2020	JU	m	19-25	1500	400	237.5677378766984	NA
2020	JU	m	19-25	2000	0	1.5949548427015543	NA
2020	JU	m	19-25	2500	600	2886.373092164248	260.43087369157
2020	JU	m	26-35	300	0	1081.6517250407487	94.71089026611298
2020	JU	m	26-35	500	0	61.7559498231858	NA
2020	JU	m	26-35	1000	0	88.29043577611446	NA
2020	JU	m	26-35	1500	400	79.33256286755204	NA
2020	JU	m	26-35	2000	0	53.35474657639861	NA
2020	JU	m	26-35	2500	600	3964.3755654734373	345.422037367709
2020	JU	m	26-35	300	0	1014.5331283994019	92.6685344078578
2020	JU	m	26-35	500	0	98.46040510758758	NA
2020	JU	m	26-35	1000	0	53.93158342503011	NA
2020	JU	m	26-35	1500	400	77.41015117429197	NA
2020	JU	m	26-35	2000	0	30.737489707767963	NA
2020	JU	m	26-35	2500	600	4118.630788238123	359.45163407875225
2020	JU	m	36-45	300	0	958.5778890495002	84.97122940421104
2020	JU	m	36-45	500	0	154.47868433967233	NA
2020	JU	m	36-45	1000	0	78.13448648527265	NA
2020	JU	m	36-45	1500	400	79.75445210561156	NA
2020	JU	m	36-45	2000	0	34.475616328418255	NA
2020	JU	m	36-45	2500	600	3215.453392559737	272.2257974874228
2020	JU	m	36-45	300	0	1011.364344374165	84.92204824322835
2020	JU	m	36-45	500	0	126.23459664173424	NA
2020	JU	m	36-45	1000	0	27.945034911856055	NA
2020	JU	m	36-45	1500	400	136.52263061888516	NA
2020	JU	m	36-45	2000	0	53.593895237892866	NA
2020	JU	m	36-45	2500	600	2443.1739474512638	214.58102104300633
2020	JU	m	46-55	300	0	878.123432289809	76.86404575547203
2020	JU	m	46-55	500	0	139.72369787603617	NA
2020	JU	m	46-55	1000	0	71.06260756216943	NA
2020	JU	m	46-55	1500	400	146.0446761418134	NA
2020	JU	m	46-55	2000	0	-0.44394162856042385	NA
2020	JU	m	46-55	2500	600	2383.7506057966502	201.77383037190884
2020	JU	m	46-55	300	0	1074.978197146207	95.67371072480455
2020	JU	m	46-55	500	0	227.9407018404454	NA
2020	JU	m	46-55	1000	0	179.56701891124249	NA
2020	JU	m	46-55	1500	400	240.54705016873777	NA
2020	JU	m	46-55	2000	0	14.487093787640333	NA
2020	JU	m	46-55	2500	600	1824.3707851496338	158.51358211925253
2020	JU	m	56-65	300	0	1250.587749619931	106.92486540414393
2020	JU	m	56-65	500	0	259.70685381963847	NA
2020	JU	m	56-65	1000	0	145.87760965526104	NA
2020	JU	m	56-65	1500	400	184.39813316613436	NA
2020	JU	m	56-65	2000	0	29.21466975286603	NA
2020	JU	m	56-65	2500	600	1289.9240005295724	106.60047292290255
2020	JU	m	56-65	300	0	1166.8409207519144	98.27891279617324
2020	JU	m	56-65	500	0	143.28787876293063	NA
2020	JU	m	56-65	1000	0	77.94832213036716	NA
2020	JU	m	56-65	1500	400	66.59720985032618	NA
2020	JU	m	56-65	2000	0	-12.623515907675028	NA
2020	JU	m	56-65	2500	600	843.5106676307321	75.5803548512049
2020	JU	m	66-75	300	0	748.6080792380125	68.43528310814872
2020	JU	m	66-75	500	0	149.77323338761926	NA
2020	JU	m	66-75	1000	0	39.28066788800061	NA
2020	JU	m	66-75	1500	400	29.672062134370208	NA
2020	JU	m	66-75	2000	0	17.753224371001124	NA
2020	JU	m	66-75	2500	600	421.8874399902672	NA
2020	JU	m	66-75	300	0	674.2704913478344	54.02335964376107
2020	JU	m	66-75	500	0	117.73666098311543	NA
2020	JU	m	66-75	1000	0	13.581767999902368	NA
2020	JU	m	66-75	1500	400	38.08408028818667	NA
2020	JU	m	66-75	2000	0	-19.965806985273957	NA
2020	JU	m	66-75	2500	600	322.94834395602345	NA
2020	JU	m	76-	300	0	396.5219957407564	NA
2020	JU	m	76-	500	0	64.63362224400043	NA
2020	JU	m	76-	1000	0	22.284450134262443	NA
2020	JU	m	76-	1500	400	2.852599907666445	NA
2020	JU	m	76-	2000	0	40.03851190209389	NA
2020	JU	m	76-	2500	600	130.1018442157656	NA
2020	JU	m	76-	300	0	353.4606388600916	NA
2020	JU	m	76-	500	0	104.5402369710803	NA
2020	JU	m	76-	1500	400	2.5346525609493256	NA
2020	JU	m	76-	2500	600	69.47677200019359	NA
2020	JU	m	76-	300	0	16.640391290187836	NA
2020	JU	m	76-	500	0	35.9799797013402	NA
2020	JU	w	0-18	0	200	18.91486439667642	NA
2020	JU	w	0-18	300	0	7089.815269566178	624.689195188228
2020	JU	w	0-18	2500	600	211.58411557652056	NA
2020	JU	w	19-25	300	0	1076.7236358571054	97.31756480503827
2020	JU	w	19-25	500	0	163.42943346679212	NA
2020	JU	w	19-25	1000	0	38.137542199566965	NA
2020	JU	w	19-25	1500	400	190.3348436243832	NA
2020	JU	w	19-25	2000	0	52.70477386750281	NA
2020	JU	w	19-25	2500	600	1452.2177837585657	135.72204690566286
2020	JU	w	26-35	300	0	1224.9990600198507	107.10614472907037
2020	JU	w	26-35	500	0	177.91757983714342	NA
2020	JU	w	26-35	1000	0	60.7146478202194	NA
2020	JU	w	26-35	1500	400	119.832753919065	NA
2020	JU	w	26-35	2000	0	-4.823221871629357	NA
2020	JU	w	26-35	2500	600	3071.50280600898	280.7111196462065
2020	JU	w	26-35	300	0	1453.3749818137287	121.00754491565749
2020	JU	w	26-35	500	0	73.93960415199399	NA
2020	JU	w	26-35	1000	0	29.547512266784906	NA
2020	JU	w	26-35	1500	400	119.31085798703134	NA
2020	JU	w	26-35	2000	0	33.451195769011974	NA
2020	JU	w	26-35	2500	600	2938.797534562945	255.31987911788747
2020	JU	w	36-45	300	0	1292.396622729078	117.3404402108863
2020	JU	w	36-45	500	0	169.66505308821797	NA
2020	JU	w	36-45	1000	0	129.15242709964514	NA
2020	JU	w	36-45	1500	400	146.2219123877585	NA
2020	JU	w	36-45	2000	0	17.959146324545145	NA
2020	JU	w	36-45	2500	600	2687.7946962716433	231.60019445419312
2020	JU	w	36-45	300	0	1210.3494220551847	108.66502706380561
2020	JU	w	36-45	500	0	169.47487787157297	NA
2020	JU	w	36-45	1000	0	35.88973441533744	NA
2020	JU	w	36-45	1500	400	119.48451273329556	NA
2020	JU	w	36-45	2000	0	69.94850244931877	NA
2020	JU	w	36-45	2500	600	2046.3769455262272	172.1238126088865
2020	JU	w	46-55	300	0	1411.5377278793603	119.85963356494904
2020	JU	w	46-55	500	0	446.0100488755852	NA
2020	JU	w	46-55	1000	0	48.69629330188036	NA
2020	JU	w	46-55	1500	400	182.49210815504193	NA
2020	JU	w	46-55	2000	0	29.39613652601838	NA
2020	JU	w	46-55	2500	600	1776.9202030326426	156.60656385915354
2020	JU	w	46-55	300	0	1200.1407765693218	102.66446389677003
2020	JU	w	46-55	500	0	324.4782505553961	NA
2020	JU	w	46-55	1000	0	99.73834443837404	NA
2020	JU	w	46-55	1500	400	207.04775147885084	NA
2020	JU	w	46-55	2000	0	49.17459016107023	NA
2020	JU	w	46-55	2500	600	1310.9781360492111	113.51666094874963
2020	JU	w	56-65	300	0	1441.2784459489585	122.86335477791727
2020	JU	w	56-65	500	0	296.3912956546992	NA
2020	JU	w	56-65	1000	0	85.70462494343519	NA
2020	JU	w	56-65	1500	400	115.44127205014229	NA
2020	JU	w	56-65	2000	0	2.7006970569491386	NA
2020	JU	w	56-65	2500	600	1469.6003669388592	126.23992822971195
2020	JU	w	56-65	300	0	1038.2662268310785	84.57882418716326
2020	JU	w	56-65	500	0	327.08044859580696	NA
2020	JU	w	56-65	1000	0	44.5903821028769	NA
2020	JU	w	56-65	1500	400	45.62131111510098	NA
2020	JU	w	56-65	2000	0	72.14334375597537	NA
2020	JU	w	56-65	2500	600	555.0447666775435	46.18217044090852
2020	JU	w	66-75	300	0	784.2298796583713	71.35450435709208
2020	JU	w	66-75	500	0	161.46175859682262	NA
2020	JU	w	66-75	1000	0	39.980257607996464	NA
2020	JU	w	66-75	1500	400	39.65086250938475	NA
2020	JU	w	66-75	2500	600	408.3943758253008	NA
2020	JU	w	66-75	300	0	591.0953943059593	54.954994465224445
2020	JU	w	66-75	500	0	106.06705570779741	NA
2020	JU	w	66-75	1000	0	39.88318774290383	NA
2020	JU	w	66-75	1500	400	42.77870647609234	NA
2020	JU	w	66-75	2500	600	150.5206105019152	NA
2020	JU	w	76-	300	0	580.344626397714	49.05530509026721
2020	JU	w	76-	500	0	43.672492772340775	NA
2020	JU	w	76-	1000	0	2.4406374637037516	NA
2020	JU	w	76-	1500	400	14.542547307908535	NA
2020	JU	w	76-	2500	600	40.61553590655327	NA
2020	JU	w	76-	300	0	608.4670591652393	51.73880022903904
2020	JU	w	76-	500	0	101.58738957904279	NA
2020	JU	w	76-	1000	0	-19.85164675489068	NA
2020	JU	w	76-	1500	400	26.907517595216632	NA
2020	JU	w	76-	2500	600	67.53959934413433	NA
2020	JU	w	76-	300	0	78.1336780782789	NA
2020	JU	w	76-	500	0	14.413100848793983	NA
2020	LU	m	0-18	0	200	235.28767843544483	NA
2020	LU	m	0-18	300	0	15201.291380545945	1358.1051103426144
2020	LU	m	0-18	1500	400	-10.608524020761251	NA
2020	LU	m	0-18	2500	600	362.55078815415504	NA
2020	LU	m	19-25	300	0	2151.1236276657132	209.70859835483134
2020	LU	m	19-25	500	0	136.69077541530132	NA
2020	LU	m	19-25	1000	0	224.34728752821684	NA
2020	LU	m	19-25	1500	400	263.6657849985361	NA
2020	LU	m	19-25	2000	0	220.62947147153318	NA
2020	LU	m	19-25	2500	600	2086.5013467302174	198.17711076745763
2020	LU	m	26-35	300	0	1562.7807285634428	151.8804660718888
2020	LU	m	26-35	500	0	256.53190710768104	NA
2020	LU	m	26-35	1000	0	272.9225581394881	NA
2020	LU	m	26-35	1500	400	639.4083131709694	56.72411577636376
2020	LU	m	26-35	2000	0	284.9441654291004	NA
2020	LU	m	26-35	2500	600	4544.7600392898175	433.1622753101401
2020	LU	m	26-35	300	0	1513.0296651807428	142.55664081918076
2020	LU	m	26-35	500	0	335.3963931109756	NA
2020	LU	m	26-35	1000	0	447.17590134732427	40.06564907124266
2020	LU	m	26-35	1500	400	723.5329463026673	67.73189204977825
2020	LU	m	26-35	2000	0	561.2704753335565	46.05989839415997
2020	LU	m	26-35	2500	600	4680.668976263404	435.36173429572955
2020	LU	m	36-45	300	0	1389.560242734626	130.70947717130184
2020	LU	m	36-45	500	0	495.58523489288984	46.759180032648146
2020	LU	m	36-45	1000	0	444.8906827773899	40.34293202543631
2020	LU	m	36-45	1500	400	663.5163902395219	61.126278072595596
2020	LU	m	36-45	2000	0	663.1662385932356	55.123270167503506
2020	LU	m	36-45	2500	600	4232.124491797313	386.2085127583705
2020	LU	m	36-45	300	0	1472.0889759770037	132.1097293701023
2020	LU	m	36-45	500	0	520.0214246418327	47.994756921194494
2020	LU	m	36-45	1000	0	295.8400778975338	NA
2020	LU	m	36-45	1500	400	832.2682371535152	69.07561790011823
2020	LU	m	36-45	2000	0	595.4128374294937	50.92567218095064
2020	LU	m	36-45	2500	600	2928.3893687371165	259.0732501959428
2020	LU	m	46-55	300	0	1583.5787003936618	134.44374915212393
2020	LU	m	46-55	500	0	533.3236331772059	50.126950316596776
2020	LU	m	46-55	1000	0	399.94174970313907	NA
2020	LU	m	46-55	1500	400	959.4445533361286	81.07260537007824
2020	LU	m	46-55	2000	0	478.48580984957516	40.279257555957884
2020	LU	m	46-55	2500	600	2594.5198782761395	231.5568941971287
2020	LU	m	46-55	300	0	2295.95720368281	199.16881001973525
2020	LU	m	46-55	500	0	974.034393517375	87.54591936664656
2020	LU	m	46-55	1000	0	503.57581649161875	45.03117635520175
2020	LU	m	46-55	1500	400	955.3872401081026	81.07471468253061
2020	LU	m	46-55	2000	0	562.8632486348599	45.81494481069967
2020	LU	m	46-55	2500	600	2116.973577181622	190.43487256905064
2020	LU	m	56-65	300	0	2342.4012344857306	203.0424929028377
2020	LU	m	56-65	500	0	699.2209767702967	62.19610635144636
2020	LU	m	56-65	1000	0	382.13385389454663	NA
2020	LU	m	56-65	1500	400	756.3394565694034	65.66940447920933
2020	LU	m	56-65	2000	0	424.7234383798391	NA
2020	LU	m	56-65	2500	600	1200.8881429120897	107.3659048047848
2020	LU	m	56-65	300	0	2360.173056376427	199.17839736677706
2020	LU	m	56-65	500	0	605.2461697294563	48.737182014621794
2020	LU	m	56-65	1000	0	382.2865518219769	NA
2020	LU	m	56-65	1500	400	499.47575950808823	NA
2020	LU	m	56-65	2000	0	218.4288450703025	NA
2020	LU	m	56-65	2500	600	774.8351934764535	69.86041802028194
2020	LU	m	66-75	300	0	1980.5254839073123	166.47154036164284
2020	LU	m	66-75	500	0	488.33126613125205	41.44463261310011
2020	LU	m	66-75	1000	0	285.43158485591414	NA
2020	LU	m	66-75	1500	400	297.71258516795933	NA
2020	LU	m	66-75	2000	0	92.98283713907003	NA
2020	LU	m	66-75	2500	600	458.0537580065429	40.29892146401107
2020	LU	m	66-75	300	0	1857.6170807450264	155.3670088914223
2020	LU	m	66-75	500	0	495.6844998076558	NA
2020	LU	m	66-75	1000	0	133.33076644688845	NA
2020	LU	m	66-75	1500	400	160.10918542928994	NA
2020	LU	m	66-75	2500	600	244.6054389923811	NA
2020	LU	m	76-	300	0	1479.5513187325	134.27196110691875
2020	LU	m	76-	500	0	262.45903760872784	NA
2020	LU	m	76-	1000	0	-18.54580352269113	NA
2020	LU	m	76-	1500	400	76.20779632590711	NA
2020	LU	m	76-	2000	0	67.21958842501044	NA
2020	LU	m	76-	2500	600	90.13500134088099	NA
2020	LU	m	76-	300	0	1413.5388147526235	122.16846070764586
2020	LU	m	76-	500	0	232.9948746100068	NA
2020	LU	m	76-	1000	0	32.63377168402076	NA
2020	LU	m	76-	1500	400	37.031519056633115	NA
2020	LU	m	76-	2000	0	58.70772975124419	NA
2020	LU	m	76-	2500	600	74.89025862701237	NA
2020	LU	m	76-	300	0	282.02873564481735	NA
2020	LU	m	76-	500	0	43.82489822380245	NA
2020	LU	m	76-	1000	0	-3.353964906409381	NA
2020	LU	m	76-	2000	0	11.116482412442565	NA
2020	LU	m	76-	2500	600	25.357451939955354	NA
2020	LU	w	0-18	0	200	224.79395686089993	NA
2020	LU	w	0-18	300	0	13292.982348258422	1194.8161712316796
2020	LU	w	0-18	1500	400	57.38414056971669	NA
2020	LU	w	0-18	2500	600	280.2460475217551	NA
2020	LU	w	19-25	300	0	2727.0829263512046	251.6615545512177
2020	LU	w	19-25	500	0	267.3924829252064	NA
2020	LU	w	19-25	1000	0	234.85673631750046	NA
2020	LU	w	19-25	1500	400	362.3369964361191	NA
2020	LU	w	19-25	2000	0	231.47715832911433	NA
2020	LU	w	19-25	2500	600	1684.8501929517836	158.87609781650826
2020	LU	w	26-35	300	0	2739.967415781394	250.2220436455682
2020	LU	w	26-35	500	0	468.5320379808545	41.92553442204371
2020	LU	w	26-35	1000	0	389.9428485760093	NA
2020	LU	w	26-35	1500	400	591.7114907880873	60.07148365257308
2020	LU	w	26-35	2000	0	225.9875538045913	NA
2020	LU	w	26-35	2500	600	3949.983159708306	368.52502117911354
2020	LU	w	26-35	300	0	2655.612496598959	245.86804102407768
2020	LU	w	26-35	500	0	598.2295682281256	55.84543551085517
2020	LU	w	26-35	1000	0	432.6850273599476	NA
2020	LU	w	26-35	1500	400	602.8299931676686	58.284040484111756
2020	LU	w	26-35	2000	0	600.4342317450792	53.067399055697024
2020	LU	w	26-35	2500	600	3844.853357683942	367.1048327488825
2020	LU	w	36-45	300	0	2619.778099444732	234.29333596676588
2020	LU	w	36-45	500	0	867.2704818062484	74.57591237360612
2020	LU	w	36-45	1000	0	410.0599784143269	42.38359639560804
2020	LU	w	36-45	1500	400	784.6523320693523	66.91514855856076
2020	LU	w	36-45	2000	0	397.3927904868871	NA
2020	LU	w	36-45	2500	600	3180.8756383608284	295.4318566173315
2020	LU	w	36-45	300	0	2302.648401825577	208.44248949037865
2020	LU	w	36-45	500	0	856.5159120354801	75.99653204716742
2020	LU	w	36-45	1000	0	456.820400852412	43.88543127011508
2020	LU	w	36-45	1500	400	894.1065151039511	78.76860430743545
2020	LU	w	36-45	2000	0	298.6639778316021	NA
2020	LU	w	36-45	2500	600	2086.0993366390467	183.60442967619747
2020	LU	w	46-55	300	0	2583.8287456673384	225.95567661663517
2020	LU	w	46-55	500	0	1040.7114778477699	94.68811226682737
2020	LU	w	46-55	1000	0	449.6056830268353	NA
2020	LU	w	46-55	1500	400	694.1558079812676	61.98974004946649
2020	LU	w	46-55	2000	0	487.42285299673676	46.40644804900512
2020	LU	w	46-55	2500	600	1873.808623040095	168.4549883925356
2020	LU	w	46-55	300	0	3252.7793951128424	288.4802407170646
2020	LU	w	46-55	500	0	1238.139827735871	104.16488468647003
2020	LU	w	46-55	1000	0	557.2310531727969	48.81021279795095
2020	LU	w	46-55	1500	400	775.8634807765484	65.42135721351951
2020	LU	w	46-55	2000	0	426.4951818281412	NA
2020	LU	w	46-55	2500	600	1599.8404378584773	147.0828775446862
2020	LU	w	56-65	300	0	3537.779510440081	307.4605724643916
2020	LU	w	56-65	500	0	980.7897957790643	90.40660922322422
2020	LU	w	56-65	1000	0	505.5268339560181	45.63101235963404
2020	LU	w	56-65	1500	400	871.4369791895151	74.60045280912891
2020	LU	w	56-65	2000	0	362.69274454191327	NA
2020	LU	w	56-65	2500	600	833.9640550037474	74.43740175617859
2020	LU	w	56-65	300	0	2876.0507882125676	251.23637427622452
2020	LU	w	56-65	500	0	609.162717634812	56.52266311040148
2020	LU	w	56-65	1000	0	342.87076001800597	NA
2020	LU	w	56-65	1500	400	499.3556083627045	NA
2020	LU	w	56-65	2000	0	194.091911803931	NA
2020	LU	w	56-65	2500	600	580.7148203924298	58.80843166122213
2020	LU	w	66-75	300	0	2677.981854342446	224.48559382278472
2020	LU	w	66-75	500	0	714.1829292801767	54.425236851442605
2020	LU	w	66-75	1000	0	215.22824215702713	NA
2020	LU	w	66-75	1500	400	248.14094268344343	NA
2020	LU	w	66-75	2000	0	116.34713458456099	NA
2020	LU	w	66-75	2500	600	326.9465202540159	NA
2020	LU	w	66-75	300	0	2196.7134570723774	187.14075863966718
2020	LU	w	66-75	500	0	540.463744584471	47.02434473019093
2020	LU	w	66-75	1000	0	81.69088557519018	NA
2020	LU	w	66-75	1500	400	114.77263633534312	NA
2020	LU	w	66-75	2000	0	51.4323297701776	NA
2020	LU	w	66-75	2500	600	195.94551065191627	NA
2020	LU	w	76-	300	0	1652.3144582491368	144.9555775220506
2020	LU	w	76-	500	0	301.646427154541	NA
2020	LU	w	76-	1500	400	28.276887794956565	NA
2020	LU	w	76-	2000	0	32.443890038877726	NA
2020	LU	w	76-	2500	600	117.88328609801829	NA
2020	LU	w	76-	300	0	2059.5019042315334	175.37625689804554
2020	LU	w	76-	500	0	156.46497866109013	NA
2020	LU	w	76-	1000	0	120.81892207078636	NA
2020	LU	w	76-	1500	400	-3.2878554705530405	NA
2020	LU	w	76-	2000	0	34.84604477137327	NA
2020	LU	w	76-	2500	600	20.966607017442584	NA
2020	LU	w	76-	300	0	311.0713377661258	NA
2020	LU	w	76-	500	0	59.31763622753323	NA
2020	NE	m	0-18	0	200	84.06419992633164	NA
2020	NE	m	0-18	300	0	3344.4301768504083	300.8411156074144
2020	NE	m	0-18	2500	600	46.34817111708224	NA
2020	NE	m	19-25	300	0	332.52660026051103	NA
2020	NE	m	19-25	500	0	173.65455503687264	NA
2020	NE	m	19-25	1000	0	-7.491036057472229	NA
2020	NE	m	19-25	1500	400	52.524006847292185	NA
2020	NE	m	19-25	2000	0	1.8424721639603376	NA
2020	NE	m	19-25	2500	600	571.8542110691219	56.35969410371035
2020	NE	m	26-35	300	0	378.8488495737314	NA
2020	NE	m	26-35	500	0	204.02483060613275	NA
2020	NE	m	26-35	1000	0	20.559605050832033	NA
2020	NE	m	26-35	1500	400	69.55045598372817	NA
2020	NE	m	26-35	2000	0	1.1859921316802513	NA
2020	NE	m	26-35	2500	600	1849.1973269032687	184.31825024727732
2020	NE	m	26-35	300	0	425.85245049260556	45.09849321329966
2020	NE	m	26-35	500	0	294.8840159701556	NA
2020	NE	m	26-35	1000	0	83.49981899186969	NA
2020	NE	m	26-35	1500	400	106.45614045105874	NA
2020	NE	m	26-35	2000	0	8.874527046456933	NA
2020	NE	m	26-35	2500	600	2137.371291198209	199.6885418300517
2020	NE	m	36-45	300	0	290.350168928504	NA
2020	NE	m	36-45	500	0	371.85509755425153	NA
2020	NE	m	36-45	1000	0	70.71806133724749	NA
2020	NE	m	36-45	1500	400	138.3846081122756	NA
2020	NE	m	36-45	2000	0	39.44026047363877	NA
2020	NE	m	36-45	2500	600	1652.4402249145508	152.15518539957702
2020	NE	m	36-45	300	0	328.38123012803493	NA
2020	NE	m	36-45	500	0	609.0464455804229	51.7401549811475
2020	NE	m	36-45	1000	0	33.092930752784014	NA
2020	NE	m	36-45	1500	400	302.107838826254	NA
2020	NE	m	36-45	2500	600	1394.4141831211746	124.41835535643622
2020	NE	m	46-55	300	0	510.52910407498484	44.947614449076355
2020	NE	m	46-55	500	0	679.9113759225606	60.22033007629216
2020	NE	m	46-55	1000	0	51.99486256018281	NA
2020	NE	m	46-55	1500	400	258.7454440444708	NA
2020	NE	m	46-55	2000	0	34.601335098966956	NA
2020	NE	m	46-55	2500	600	1258.0129214417188	117.48769189370796
2020	NE	m	46-55	300	0	413.664994238615	NA
2020	NE	m	46-55	500	0	847.263320024535	71.56396603118628
2020	NE	m	46-55	1000	0	33.70189606331289	NA
2020	NE	m	46-55	1500	400	204.05137175135314	NA
2020	NE	m	46-55	2000	0	33.05409328825772	NA
2020	NE	m	46-55	2500	600	1083.7132477071136	93.52503061713651
2020	NE	m	56-65	300	0	418.9799269493669	NA
2020	NE	m	56-65	500	0	743.4197916593403	65.18600399093702
2020	NE	m	56-65	1000	0	36.5590953938663	NA
2020	NE	m	56-65	1500	400	270.28962078318	NA
2020	NE	m	56-65	2000	0	13.481151597574353	NA
